customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered,issue_resolved_bin,complaint_registered_bin,review_text_clean,sentiment_score_label,response_time_bucket
6999,female,36-45,north,travel,online,others,2,customer service was unhelpful.,negative,29,yes,yes,1,1,customer service was unhelpful,-1,24-48h
7000,other,36-45,west,sports,online,croma,2,very disappointed with the quality.,negative,61,no,yes,0,1,very disappointed with the quality,-1,>48h
7001,other,46-60,west,electronics,online,lenskart,2,not worth the price.,negative,1,yes,yes,1,1,not worth the price,-1,<12h
7002,female,46-60,north,automobile,online,snapdeal,3,"product is okay, nothing special.",neutral,3,yes,no,1,0,product is okay nothing special,0,<12h
7003,other,60+,south,groceries,online,amazon,4,excellent product! exceeded expectations.,positive,34,yes,no,1,0,excellent product exceeded expectations,1,24-48h
7004,female,26-35,west,automobile,online,ajio,3,neutral about the quality.,neutral,16,yes,no,1,0,neutral about the quality,0,12-24h
7005,female,46-60,central,automobile,online,nykaa,5,very satisfied with the quality.,positive,47,yes,no,1,0,very satisfied with the quality,1,24-48h
7006,male,26-35,west,electronics,online,reliance digital,1,customer service was unhelpful.,negative,63,no,yes,0,1,customer service was unhelpful,-1,>48h
7007,female,60+,west,fashion,online,ajio,4,excellent product! exceeded expectations.,positive,14,yes,no,1,0,excellent product exceeded expectations,1,12-24h
7008,female,18-25,west,automobile,online,croma,2,not worth the price.,negative,27,yes,yes,1,1,not worth the price,-1,24-48h
7009,other,46-60,south,sports,online,myntra,4,very satisfied with the quality.,positive,8,yes,no,1,0,very satisfied with the quality,1,<12h
7010,other,18-25,north,fashion,online,ajio,3,average experience overall.,neutral,16,yes,no,1,0,average experience overall,0,12-24h
7011,male,60+,east,books,online,lenskart,1,not worth the price.,negative,65,no,yes,0,1,not worth the price,-1,>48h
7012,female,60+,east,books,online,reliance digital,4,very satisfied with the quality.,positive,42,yes,no,1,0,very satisfied with the quality,1,24-48h
7013,other,60+,central,home & kitchen,online,zepto,2,not worth the price.,negative,4,yes,yes,1,1,not worth the price,-1,<12h
7014,female,46-60,south,home & kitchen,online,flipkart,2,late delivery and poor packaging.,negative,69,no,yes,0,1,late delivery and poor packaging,-1,>48h
7015,female,36-45,central,fashion,online,facebook marketplace,2,customer service was unhelpful.,negative,51,no,yes,0,1,customer service was unhelpful,-1,>48h
7016,other,26-35,east,sports,online,meesho,4,great value for money.,positive,67,no,no,0,0,great value for money,1,>48h
7017,female,60+,east,automobile,online,facebook marketplace,4,"amazing experience, highly recommend!",positive,36,yes,no,1,0,amazing experience highly recommend,1,24-48h
7018,other,36-45,central,home & kitchen,online,croma,5,fast delivery and great packaging.,positive,38,yes,no,1,0,fast delivery and great packaging,1,24-48h
7019,female,60+,east,electronics,online,zepto,1,product stopped working after few days.,negative,1,yes,yes,1,1,product stopped working after few days,-1,<12h
7020,male,46-60,north,electronics,online,lenskart,4,great value for money.,positive,8,yes,no,1,0,great value for money,1,<12h
7021,female,46-60,south,home & kitchen,online,shopclues,2,not worth the price.,negative,27,yes,yes,1,1,not worth the price,-1,24-48h
7022,other,26-35,east,books,online,jiomart,4,great value for money.,positive,11,yes,no,1,0,great value for money,1,<12h
7023,female,36-45,south,groceries,online,facebook marketplace,1,customer service was unhelpful.,negative,6,yes,yes,1,1,customer service was unhelpful,-1,<12h
7024,other,36-45,north,automobile,online,facebook marketplace,5,fast delivery and great packaging.,positive,23,yes,no,1,0,fast delivery and great packaging,1,12-24h
7025,male,46-60,south,travel,online,shopclues,3,neutral about the quality.,neutral,47,yes,no,1,0,neutral about the quality,0,24-48h
7026,other,46-60,east,travel,online,meesho,5,"amazing experience, highly recommend!",positive,62,no,no,0,0,amazing experience highly recommend,1,>48h
7027,male,18-25,north,home & kitchen,online,jiomart,2,not worth the price.,negative,16,yes,yes,1,1,not worth the price,-1,12-24h
7028,other,26-35,east,sports,online,flipkart,1,late delivery and poor packaging.,negative,57,no,yes,0,1,late delivery and poor packaging,-1,>48h
7029,female,18-25,west,automobile,online,reliance digital,2,customer service was unhelpful.,negative,3,yes,yes,1,1,customer service was unhelpful,-1,<12h
7030,other,36-45,east,fashion,online,jiomart,2,customer service was unhelpful.,negative,70,no,yes,0,1,customer service was unhelpful,-1,>48h
7031,other,46-60,west,automobile,online,zepto,1,customer service was unhelpful.,negative,34,yes,yes,1,1,customer service was unhelpful,-1,24-48h
7032,other,26-35,west,fashion,online,swiggy instamart,3,works fine but could be better.,neutral,36,yes,no,1,0,works fine but could be better,0,24-48h
7033,other,46-60,east,sports,online,snapdeal,5,very satisfied with the quality.,positive,14,yes,no,1,0,very satisfied with the quality,1,12-24h
7034,female,18-25,central,groceries,online,zepto,2,not worth the price.,negative,42,yes,yes,1,1,not worth the price,-1,24-48h
7035,other,60+,west,groceries,online,tata cliq,1,late delivery and poor packaging.,negative,53,no,yes,0,1,late delivery and poor packaging,-1,>48h
7036,male,46-60,central,home & kitchen,online,swiggy instamart,2,not worth the price.,negative,23,yes,yes,1,1,not worth the price,-1,12-24h
7037,male,46-60,west,beauty,online,others,3,"delivery was fine, product is decent.",neutral,1,yes,no,1,0,delivery was fine product is decent,0,<12h
7038,female,46-60,central,groceries,online,swiggy instamart,5,fast delivery and great packaging.,positive,37,yes,no,1,0,fast delivery and great packaging,1,24-48h
7039,other,26-35,east,home & kitchen,online,paytm mall,3,average experience overall.,neutral,58,no,no,0,0,average experience overall,0,>48h
7040,other,60+,north,home & kitchen,online,others,4,excellent product! exceeded expectations.,positive,52,no,no,0,0,excellent product exceeded expectations,1,>48h
7041,female,46-60,north,beauty,online,others,2,late delivery and poor packaging.,negative,42,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
7042,female,18-25,central,travel,online,boat,2,very disappointed with the quality.,negative,3,yes,yes,1,1,very disappointed with the quality,-1,<12h
7043,female,60+,west,sports,online,ajio,1,late delivery and poor packaging.,negative,17,yes,yes,1,1,late delivery and poor packaging,-1,12-24h
7044,other,46-60,south,electronics,online,paytm mall,2,very disappointed with the quality.,negative,63,no,yes,0,1,very disappointed with the quality,-1,>48h
7045,other,26-35,east,electronics,online,nykaa,5,great value for money.,positive,62,no,no,0,0,great value for money,1,>48h
7046,male,60+,north,automobile,online,amazon,4,very satisfied with the quality.,positive,44,yes,no,1,0,very satisfied with the quality,1,24-48h
7047,female,26-35,central,beauty,online,lenskart,3,"delivery was fine, product is decent.",neutral,71,no,no,0,0,delivery was fine product is decent,0,>48h
7048,female,46-60,east,sports,online,swiggy instamart,3,"delivery was fine, product is decent.",neutral,23,yes,no,1,0,delivery was fine product is decent,0,12-24h
7049,other,46-60,south,groceries,online,swiggy instamart,1,late delivery and poor packaging.,negative,62,no,yes,0,1,late delivery and poor packaging,-1,>48h
7050,female,60+,south,sports,online,meesho,2,late delivery and poor packaging.,negative,23,yes,yes,1,1,late delivery and poor packaging,-1,12-24h
7051,other,36-45,north,sports,online,paytm mall,1,late delivery and poor packaging.,negative,1,yes,yes,1,1,late delivery and poor packaging,-1,<12h
7052,female,60+,west,sports,online,paytm mall,5,very satisfied with the quality.,positive,71,no,no,0,0,very satisfied with the quality,1,>48h
7053,other,26-35,south,travel,online,bigbasket,2,not worth the price.,negative,39,yes,yes,1,1,not worth the price,-1,24-48h
7054,male,60+,north,travel,online,lenskart,5,very satisfied with the quality.,positive,22,yes,no,1,0,very satisfied with the quality,1,12-24h
7055,other,26-35,central,books,online,bigbasket,2,customer service was unhelpful.,negative,41,yes,yes,1,1,customer service was unhelpful,-1,24-48h
7056,male,60+,east,automobile,online,reliance digital,2,very disappointed with the quality.,negative,40,yes,yes,1,1,very disappointed with the quality,-1,24-48h
7057,female,46-60,north,automobile,online,facebook marketplace,1,product stopped working after few days.,negative,63,no,yes,0,1,product stopped working after few days,-1,>48h
7058,other,46-60,south,home & kitchen,online,bigbasket,4,very satisfied with the quality.,positive,26,yes,no,1,0,very satisfied with the quality,1,24-48h
7059,other,18-25,east,books,online,others,1,late delivery and poor packaging.,negative,59,no,yes,0,1,late delivery and poor packaging,-1,>48h
7060,female,36-45,south,home & kitchen,online,tata cliq,2,not worth the price.,negative,40,yes,yes,1,1,not worth the price,-1,24-48h
7061,female,18-25,central,fashion,online,meesho,5,great value for money.,positive,60,no,no,0,0,great value for money,1,>48h
7062,male,60+,central,books,online,others,5,fast delivery and great packaging.,positive,31,yes,no,1,0,fast delivery and great packaging,1,24-48h
7063,other,26-35,central,groceries,online,facebook marketplace,1,late delivery and poor packaging.,negative,5,yes,yes,1,1,late delivery and poor packaging,-1,<12h
7064,male,60+,east,beauty,online,lenskart,3,"delivery was fine, product is decent.",neutral,35,yes,no,1,0,delivery was fine product is decent,0,24-48h
7065,male,60+,central,sports,online,ajio,3,works fine but could be better.,neutral,22,yes,no,1,0,works fine but could be better,0,12-24h
7066,female,18-25,south,automobile,online,reliance digital,2,very disappointed with the quality.,negative,6,yes,yes,1,1,very disappointed with the quality,-1,<12h
7067,male,46-60,east,electronics,online,myntra,1,product stopped working after few days.,negative,38,yes,yes,1,1,product stopped working after few days,-1,24-48h
7068,male,26-35,west,groceries,online,swiggy instamart,2,late delivery and poor packaging.,negative,5,yes,yes,1,1,late delivery and poor packaging,-1,<12h
7069,female,18-25,east,books,online,lenskart,3,"delivery was fine, product is decent.",neutral,38,yes,no,1,0,delivery was fine product is decent,0,24-48h
7070,other,26-35,central,automobile,online,reliance digital,2,not worth the price.,negative,61,no,yes,0,1,not worth the price,-1,>48h
7071,male,36-45,north,sports,online,facebook marketplace,5,very satisfied with the quality.,positive,47,yes,no,1,0,very satisfied with the quality,1,24-48h
7072,other,60+,east,groceries,online,tata cliq,3,works fine but could be better.,neutral,61,no,no,0,0,works fine but could be better,0,>48h
7073,female,46-60,central,groceries,online,myntra,2,product stopped working after few days.,negative,70,no,yes,0,1,product stopped working after few days,-1,>48h
7074,male,26-35,north,beauty,online,boat,1,customer service was unhelpful.,negative,70,no,yes,0,1,customer service was unhelpful,-1,>48h
7075,other,26-35,south,fashion,online,tata cliq,5,very satisfied with the quality.,positive,58,no,no,0,0,very satisfied with the quality,1,>48h
7076,female,26-35,central,travel,online,bigbasket,4,"amazing experience, highly recommend!",positive,44,yes,no,1,0,amazing experience highly recommend,1,24-48h
7077,other,46-60,west,fashion,online,jiomart,5,excellent product! exceeded expectations.,positive,47,yes,no,1,0,excellent product exceeded expectations,1,24-48h
7078,male,36-45,south,beauty,online,boat,4,"amazing experience, highly recommend!",positive,22,yes,no,1,0,amazing experience highly recommend,1,12-24h
7079,male,18-25,south,automobile,online,lenskart,4,fast delivery and great packaging.,positive,61,no,no,0,0,fast delivery and great packaging,1,>48h
7080,male,18-25,south,home & kitchen,online,myntra,2,product stopped working after few days.,negative,63,no,yes,0,1,product stopped working after few days,-1,>48h
7081,female,18-25,west,travel,online,swiggy instamart,2,late delivery and poor packaging.,negative,41,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
7082,other,60+,north,beauty,online,meesho,2,not worth the price.,negative,68,no,yes,0,1,not worth the price,-1,>48h
7083,other,36-45,south,fashion,online,flipkart,4,very satisfied with the quality.,positive,67,no,no,0,0,very satisfied with the quality,1,>48h
7084,female,36-45,north,electronics,online,croma,2,customer service was unhelpful.,negative,21,yes,yes,1,1,customer service was unhelpful,-1,12-24h
7085,female,46-60,west,home & kitchen,online,boat,1,customer service was unhelpful.,negative,52,no,yes,0,1,customer service was unhelpful,-1,>48h
7086,other,18-25,central,home & kitchen,online,ajio,3,works fine but could be better.,neutral,30,yes,no,1,0,works fine but could be better,0,24-48h
7087,female,18-25,north,electronics,online,croma,1,product stopped working after few days.,negative,62,no,yes,0,1,product stopped working after few days,-1,>48h
7088,male,26-35,central,sports,online,others,1,customer service was unhelpful.,negative,36,yes,yes,1,1,customer service was unhelpful,-1,24-48h
7089,male,26-35,central,beauty,online,ajio,5,excellent product! exceeded expectations.,positive,60,no,no,0,0,excellent product exceeded expectations,1,>48h
7090,male,46-60,east,electronics,online,snapdeal,3,"delivery was fine, product is decent.",neutral,31,yes,no,1,0,delivery was fine product is decent,0,24-48h
7091,female,60+,north,books,online,shopclues,2,customer service was unhelpful.,negative,42,yes,yes,1,1,customer service was unhelpful,-1,24-48h
7092,female,46-60,west,beauty,online,others,4,very satisfied with the quality.,positive,42,yes,no,1,0,very satisfied with the quality,1,24-48h
7093,female,60+,east,sports,online,swiggy instamart,2,very disappointed with the quality.,negative,47,yes,yes,1,1,very disappointed with the quality,-1,24-48h
7094,female,36-45,central,sports,online,paytm mall,5,fast delivery and great packaging.,positive,65,no,no,0,0,fast delivery and great packaging,1,>48h
7095,other,26-35,south,books,online,jiomart,5,"amazing experience, highly recommend!",positive,41,yes,no,1,0,amazing experience highly recommend,1,24-48h
7096,other,26-35,east,home & kitchen,online,jiomart,5,very satisfied with the quality.,positive,65,no,no,0,0,very satisfied with the quality,1,>48h
7097,male,18-25,central,electronics,online,bigbasket,2,very disappointed with the quality.,negative,9,yes,yes,1,1,very disappointed with the quality,-1,<12h
7098,male,60+,west,fashion,online,meesho,2,late delivery and poor packaging.,negative,8,yes,yes,1,1,late delivery and poor packaging,-1,<12h
7099,male,46-60,west,automobile,online,lenskart,4,great value for money.,positive,45,yes,no,1,0,great value for money,1,24-48h
7100,other,46-60,central,automobile,online,paytm mall,4,"amazing experience, highly recommend!",positive,51,no,no,0,0,amazing experience highly recommend,1,>48h
7101,female,26-35,east,home & kitchen,online,swiggy instamart,1,not worth the price.,negative,35,yes,yes,1,1,not worth the price,-1,24-48h
7102,other,46-60,north,travel,online,meesho,4,fast delivery and great packaging.,positive,10,yes,no,1,0,fast delivery and great packaging,1,<12h
7103,female,26-35,central,automobile,online,others,2,customer service was unhelpful.,negative,62,no,yes,0,1,customer service was unhelpful,-1,>48h
7104,female,36-45,north,home & kitchen,online,meesho,5,fast delivery and great packaging.,positive,24,yes,no,1,0,fast delivery and great packaging,1,12-24h
7105,male,46-60,east,travel,online,facebook marketplace,3,average experience overall.,neutral,33,yes,no,1,0,average experience overall,0,24-48h
7106,female,60+,west,fashion,online,flipkart,1,product stopped working after few days.,negative,29,yes,yes,1,1,product stopped working after few days,-1,24-48h
7107,male,36-45,west,electronics,online,snapdeal,3,neutral about the quality.,neutral,16,yes,no,1,0,neutral about the quality,0,12-24h
7108,female,46-60,west,travel,online,snapdeal,1,customer service was unhelpful.,negative,65,no,yes,0,1,customer service was unhelpful,-1,>48h
7109,male,36-45,east,groceries,online,swiggy instamart,4,fast delivery and great packaging.,positive,12,yes,no,1,0,fast delivery and great packaging,1,<12h
7110,male,36-45,north,books,online,paytm mall,2,not worth the price.,negative,26,yes,yes,1,1,not worth the price,-1,24-48h
7111,male,60+,north,books,online,flipkart,3,neutral about the quality.,neutral,56,no,no,0,0,neutral about the quality,0,>48h
7112,other,60+,south,travel,online,ajio,2,customer service was unhelpful.,negative,43,yes,yes,1,1,customer service was unhelpful,-1,24-48h
7113,other,26-35,central,automobile,online,lenskart,1,very disappointed with the quality.,negative,2,yes,yes,1,1,very disappointed with the quality,-1,<12h
7114,female,60+,west,electronics,online,swiggy instamart,4,excellent product! exceeded expectations.,positive,46,yes,no,1,0,excellent product exceeded expectations,1,24-48h
7115,female,36-45,east,beauty,online,shopclues,2,not worth the price.,negative,57,no,yes,0,1,not worth the price,-1,>48h
7116,other,46-60,east,travel,online,zepto,5,great value for money.,positive,26,yes,no,1,0,great value for money,1,24-48h
7117,female,36-45,south,automobile,online,jiomart,4,fast delivery and great packaging.,positive,57,no,no,0,0,fast delivery and great packaging,1,>48h
7118,female,46-60,central,books,online,jiomart,3,works fine but could be better.,neutral,50,no,no,0,0,works fine but could be better,0,>48h
7119,female,60+,east,books,online,croma,3,neutral about the quality.,neutral,36,yes,no,1,0,neutral about the quality,0,24-48h
7120,female,36-45,central,home & kitchen,online,snapdeal,3,"product is okay, nothing special.",neutral,38,yes,no,1,0,product is okay nothing special,0,24-48h
7121,female,46-60,north,automobile,online,bigbasket,3,works fine but could be better.,neutral,45,yes,no,1,0,works fine but could be better,0,24-48h
7122,other,36-45,east,sports,online,reliance digital,3,neutral about the quality.,neutral,23,yes,no,1,0,neutral about the quality,0,12-24h
7123,female,46-60,west,sports,online,croma,1,customer service was unhelpful.,negative,13,yes,yes,1,1,customer service was unhelpful,-1,12-24h
7124,female,18-25,west,fashion,online,boat,1,customer service was unhelpful.,negative,33,yes,yes,1,1,customer service was unhelpful,-1,24-48h
7125,male,46-60,north,electronics,online,zepto,4,great value for money.,positive,2,yes,no,1,0,great value for money,1,<12h
7126,other,36-45,west,groceries,online,nykaa,2,not worth the price.,negative,15,yes,yes,1,1,not worth the price,-1,12-24h
7127,other,36-45,central,home & kitchen,online,boat,5,very satisfied with the quality.,positive,30,yes,no,1,0,very satisfied with the quality,1,24-48h
7128,male,26-35,north,sports,online,meesho,1,product stopped working after few days.,negative,3,yes,yes,1,1,product stopped working after few days,-1,<12h
7129,male,46-60,south,home & kitchen,online,reliance digital,1,very disappointed with the quality.,negative,61,no,yes,0,1,very disappointed with the quality,-1,>48h
7130,other,26-35,east,electronics,online,others,1,customer service was unhelpful.,negative,26,yes,yes,1,1,customer service was unhelpful,-1,24-48h
7131,male,18-25,south,electronics,online,bigbasket,5,fast delivery and great packaging.,positive,28,yes,no,1,0,fast delivery and great packaging,1,24-48h
7132,other,60+,east,travel,online,reliance digital,4,very satisfied with the quality.,positive,66,no,no,0,0,very satisfied with the quality,1,>48h
7133,other,36-45,central,electronics,online,lenskart,3,works fine but could be better.,neutral,57,no,no,0,0,works fine but could be better,0,>48h
7134,other,18-25,central,travel,online,boat,3,neutral about the quality.,neutral,27,yes,no,1,0,neutral about the quality,0,24-48h
7135,male,26-35,west,sports,online,nykaa,2,customer service was unhelpful.,negative,19,yes,yes,1,1,customer service was unhelpful,-1,12-24h
7136,female,60+,central,books,online,myntra,3,works fine but could be better.,neutral,63,no,no,0,0,works fine but could be better,0,>48h
7137,female,26-35,central,travel,online,shopclues,2,customer service was unhelpful.,negative,28,yes,yes,1,1,customer service was unhelpful,-1,24-48h
7138,other,26-35,north,fashion,online,croma,4,excellent product! exceeded expectations.,positive,6,yes,no,1,0,excellent product exceeded expectations,1,<12h
7139,male,36-45,south,beauty,online,jiomart,4,very satisfied with the quality.,positive,32,yes,no,1,0,very satisfied with the quality,1,24-48h
7140,male,18-25,central,automobile,online,facebook marketplace,3,works fine but could be better.,neutral,34,yes,no,1,0,works fine but could be better,0,24-48h
7141,male,36-45,east,sports,online,amazon,2,customer service was unhelpful.,negative,44,yes,yes,1,1,customer service was unhelpful,-1,24-48h
7142,other,18-25,west,travel,online,bigbasket,2,very disappointed with the quality.,negative,21,yes,yes,1,1,very disappointed with the quality,-1,12-24h
7143,other,60+,east,fashion,online,flipkart,2,not worth the price.,negative,58,no,yes,0,1,not worth the price,-1,>48h
7144,male,36-45,north,fashion,online,shopclues,4,"amazing experience, highly recommend!",positive,30,yes,no,1,0,amazing experience highly recommend,1,24-48h
7145,male,26-35,east,books,online,lenskart,5,excellent product! exceeded expectations.,positive,38,yes,no,1,0,excellent product exceeded expectations,1,24-48h
7146,male,36-45,south,sports,online,shopclues,2,late delivery and poor packaging.,negative,50,no,yes,0,1,late delivery and poor packaging,-1,>48h
7147,other,18-25,west,travel,online,bigbasket,4,excellent product! exceeded expectations.,positive,57,no,no,0,0,excellent product exceeded expectations,1,>48h
7148,female,26-35,central,fashion,online,paytm mall,1,customer service was unhelpful.,negative,22,yes,yes,1,1,customer service was unhelpful,-1,12-24h
7149,male,18-25,north,electronics,online,croma,1,customer service was unhelpful.,negative,2,yes,yes,1,1,customer service was unhelpful,-1,<12h
7150,male,46-60,south,automobile,online,swiggy instamart,5,fast delivery and great packaging.,positive,10,yes,no,1,0,fast delivery and great packaging,1,<12h
7151,female,60+,south,automobile,online,nykaa,2,not worth the price.,negative,40,yes,yes,1,1,not worth the price,-1,24-48h
7152,female,36-45,west,sports,online,facebook marketplace,5,great value for money.,positive,3,yes,no,1,0,great value for money,1,<12h
7153,male,18-25,south,electronics,online,snapdeal,2,not worth the price.,negative,33,yes,yes,1,1,not worth the price,-1,24-48h
7154,other,18-25,east,books,online,tata cliq,3,"product is okay, nothing special.",neutral,22,yes,no,1,0,product is okay nothing special,0,12-24h
7155,female,60+,central,home & kitchen,online,amazon,1,product stopped working after few days.,negative,22,yes,yes,1,1,product stopped working after few days,-1,12-24h
7156,male,26-35,east,beauty,online,snapdeal,1,late delivery and poor packaging.,negative,51,no,yes,0,1,late delivery and poor packaging,-1,>48h
7157,other,26-35,north,electronics,online,flipkart,5,fast delivery and great packaging.,positive,45,yes,no,1,0,fast delivery and great packaging,1,24-48h
7158,other,18-25,east,automobile,online,others,3,"delivery was fine, product is decent.",neutral,34,yes,no,1,0,delivery was fine product is decent,0,24-48h
7159,male,46-60,central,books,online,meesho,4,"amazing experience, highly recommend!",positive,2,yes,no,1,0,amazing experience highly recommend,1,<12h
7160,male,18-25,east,fashion,online,boat,3,"delivery was fine, product is decent.",neutral,71,no,no,0,0,delivery was fine product is decent,0,>48h
7161,male,60+,central,electronics,online,boat,4,excellent product! exceeded expectations.,positive,69,no,no,0,0,excellent product exceeded expectations,1,>48h
7162,other,26-35,central,sports,online,ajio,2,very disappointed with the quality.,negative,17,yes,yes,1,1,very disappointed with the quality,-1,12-24h
7163,female,18-25,south,beauty,online,croma,5,"amazing experience, highly recommend!",positive,47,yes,no,1,0,amazing experience highly recommend,1,24-48h
7164,other,46-60,east,books,online,flipkart,1,not worth the price.,negative,65,no,yes,0,1,not worth the price,-1,>48h
7165,female,26-35,north,home & kitchen,online,others,4,very satisfied with the quality.,positive,43,yes,no,1,0,very satisfied with the quality,1,24-48h
7166,female,46-60,north,automobile,online,others,3,works fine but could be better.,neutral,59,no,no,0,0,works fine but could be better,0,>48h
7167,female,18-25,south,books,online,meesho,3,neutral about the quality.,neutral,18,yes,no,1,0,neutral about the quality,0,12-24h
7168,other,60+,east,books,online,ajio,5,"amazing experience, highly recommend!",positive,56,no,no,0,0,amazing experience highly recommend,1,>48h
7169,female,26-35,south,electronics,online,nykaa,1,not worth the price.,negative,29,yes,yes,1,1,not worth the price,-1,24-48h
7170,other,46-60,west,sports,online,meesho,2,product stopped working after few days.,negative,50,no,yes,0,1,product stopped working after few days,-1,>48h
7171,other,60+,north,groceries,online,ajio,4,excellent product! exceeded expectations.,positive,17,yes,no,1,0,excellent product exceeded expectations,1,12-24h
7172,other,36-45,east,beauty,online,swiggy instamart,5,great value for money.,positive,2,yes,no,1,0,great value for money,1,<12h
7173,other,26-35,central,automobile,online,reliance digital,5,"amazing experience, highly recommend!",positive,6,yes,no,1,0,amazing experience highly recommend,1,<12h
7174,female,26-35,west,travel,online,zepto,2,late delivery and poor packaging.,negative,55,no,yes,0,1,late delivery and poor packaging,-1,>48h
7175,male,46-60,south,beauty,online,ajio,3,"product is okay, nothing special.",neutral,69,no,no,0,0,product is okay nothing special,0,>48h
7176,female,18-25,south,home & kitchen,online,tata cliq,2,not worth the price.,negative,15,yes,yes,1,1,not worth the price,-1,12-24h
7177,other,18-25,central,fashion,online,others,2,very disappointed with the quality.,negative,1,yes,yes,1,1,very disappointed with the quality,-1,<12h
7178,other,46-60,east,automobile,online,ajio,5,"amazing experience, highly recommend!",positive,22,yes,no,1,0,amazing experience highly recommend,1,12-24h
7179,female,18-25,central,groceries,online,bigbasket,2,not worth the price.,negative,60,no,yes,0,1,not worth the price,-1,>48h
7180,male,26-35,central,automobile,online,nykaa,1,not worth the price.,negative,16,yes,yes,1,1,not worth the price,-1,12-24h
7181,female,46-60,east,home & kitchen,online,lenskart,5,excellent product! exceeded expectations.,positive,31,yes,no,1,0,excellent product exceeded expectations,1,24-48h
7182,other,26-35,east,books,online,meesho,4,"amazing experience, highly recommend!",positive,31,yes,no,1,0,amazing experience highly recommend,1,24-48h
7183,male,60+,south,automobile,online,others,1,customer service was unhelpful.,negative,65,no,yes,0,1,customer service was unhelpful,-1,>48h
7184,male,60+,west,beauty,online,meesho,3,"product is okay, nothing special.",neutral,16,yes,no,1,0,product is okay nothing special,0,12-24h
7185,male,18-25,west,travel,online,meesho,4,great value for money.,positive,63,no,no,0,0,great value for money,1,>48h
7186,other,18-25,west,beauty,online,nykaa,1,not worth the price.,negative,61,no,yes,0,1,not worth the price,-1,>48h
7187,female,60+,central,beauty,online,flipkart,2,customer service was unhelpful.,negative,6,yes,yes,1,1,customer service was unhelpful,-1,<12h
7188,male,18-25,west,electronics,online,jiomart,4,great value for money.,positive,49,no,no,0,0,great value for money,1,>48h
7189,male,36-45,north,sports,online,shopclues,4,very satisfied with the quality.,positive,12,yes,no,1,0,very satisfied with the quality,1,<12h
7190,male,60+,south,travel,online,meesho,2,not worth the price.,negative,46,yes,yes,1,1,not worth the price,-1,24-48h
7191,female,36-45,east,sports,online,zepto,1,not worth the price.,negative,5,yes,yes,1,1,not worth the price,-1,<12h
7192,other,26-35,west,groceries,online,snapdeal,4,very satisfied with the quality.,positive,53,no,no,0,0,very satisfied with the quality,1,>48h
7193,female,18-25,central,sports,online,paytm mall,4,excellent product! exceeded expectations.,positive,3,yes,no,1,0,excellent product exceeded expectations,1,<12h
7194,other,26-35,east,beauty,online,lenskart,3,"delivery was fine, product is decent.",neutral,23,yes,no,1,0,delivery was fine product is decent,0,12-24h
7195,other,36-45,central,fashion,online,jiomart,2,not worth the price.,negative,50,no,yes,0,1,not worth the price,-1,>48h
7196,other,18-25,south,fashion,online,flipkart,5,very satisfied with the quality.,positive,40,yes,no,1,0,very satisfied with the quality,1,24-48h
7197,male,36-45,north,travel,online,others,4,very satisfied with the quality.,positive,12,yes,no,1,0,very satisfied with the quality,1,<12h
7198,other,36-45,east,sports,online,ajio,1,late delivery and poor packaging.,negative,46,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
7199,male,26-35,north,books,online,facebook marketplace,5,fast delivery and great packaging.,positive,65,no,no,0,0,fast delivery and great packaging,1,>48h
7200,female,60+,east,groceries,online,flipkart,3,average experience overall.,neutral,40,yes,no,1,0,average experience overall,0,24-48h
7201,other,60+,south,travel,online,flipkart,4,great value for money.,positive,4,yes,no,1,0,great value for money,1,<12h
7202,male,46-60,north,sports,online,facebook marketplace,3,neutral about the quality.,neutral,42,yes,no,1,0,neutral about the quality,0,24-48h
7203,male,36-45,west,books,online,tata cliq,1,late delivery and poor packaging.,negative,4,yes,yes,1,1,late delivery and poor packaging,-1,<12h
7204,male,36-45,west,automobile,online,lenskart,5,excellent product! exceeded expectations.,positive,5,yes,no,1,0,excellent product exceeded expectations,1,<12h
7205,male,18-25,north,travel,online,tata cliq,5,excellent product! exceeded expectations.,positive,13,yes,no,1,0,excellent product exceeded expectations,1,12-24h
7206,female,26-35,east,sports,online,facebook marketplace,5,"amazing experience, highly recommend!",positive,33,yes,no,1,0,amazing experience highly recommend,1,24-48h
7207,other,18-25,east,automobile,online,jiomart,3,average experience overall.,neutral,6,yes,no,1,0,average experience overall,0,<12h
7208,male,26-35,north,electronics,online,croma,3,works fine but could be better.,neutral,42,yes,no,1,0,works fine but could be better,0,24-48h
7209,female,36-45,west,beauty,online,reliance digital,2,customer service was unhelpful.,negative,17,yes,yes,1,1,customer service was unhelpful,-1,12-24h
7210,other,46-60,south,books,online,amazon,2,late delivery and poor packaging.,negative,8,yes,yes,1,1,late delivery and poor packaging,-1,<12h
7211,other,26-35,central,books,online,lenskart,1,late delivery and poor packaging.,negative,46,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
7212,male,26-35,west,sports,online,amazon,3,neutral about the quality.,neutral,13,yes,no,1,0,neutral about the quality,0,12-24h
7213,female,46-60,north,travel,online,lenskart,4,great value for money.,positive,12,yes,no,1,0,great value for money,1,<12h
